acc,center_name,biosample,organism,bioproject,geo_loc_name_country_calc,geo_loc_name_country_continent_calc,geo_loc_name_sam,attr_bases,attr_bytes,attr_run_file_create_date,attr_collection_date_sam,attr_ena_first_public_sam,attr_ena_last_update_sam,attr_external_id_sam,attr_geographic_location__country_and_or_sea__sam,attr_host_health_state_sam,attr_host_scientific_name_sam,attr_insdc_center_name_sam,attr_insdc_first_public_sam,attr_insdc_last_update_sam,attr_insdc_status_sam,attr_isolate_sam_ss_dpl100,attr_isolation_source_sam,attr_scientific_name_sam,attr_sub_species_sam,attr_submitter_id_sam,attr_organism_sam,attr_collected_by_sam,attr_food_origin_sam,attr_host_sam,attr_ifsac__category_sam,attr_isolate_name_alias_sam,attr_lat_lon_sam_s_dpl34,attr_ontological_term_sam,attr_project_name_sam,attr_sequenced_by_sam,attr_source_type_sam,attr_strain_sam_ss_dpl139,attr_attribute_package_sam,attr_host_disease_sam,attr_serovar_sam,attr_assemblyname,attr_arrayexpress_species_sam,attr_common_name_sam,attr_subject_id_sam_s_dpl1092,attr_alias_sam,attr_ena_checklist_sam_s_dpl67,attr_environmental_sample_sam,attr_geographic_location__latitude__sam,attr_geographic_location__longitude__sam,attr_insdc_center_alias_sam,attr_is_the_sequenced_pathogen_host_associated__sam,attr_sra_accession_sam,attr_title_sam,attr_ena_last_update_sam_ss_dpl537,attr_isolation_source_host_associated_sam_s_dpl264,attr_broker_name_sam,attr_isolation_source_non_host_associated_sam,attr_host_associated_sam,attr_country_sam,attr_isolation_date_sam,attr_lab_id_sam,attr_region_sam,attr_resistance_profile_sam,attr_sample_source_sam,attr_continent_sam,attr_source_name_sam,attr_year_sam_s_dpl152,attr_mlst_sam,attr_source_sam,attr_source_site_sam,attr_strain_name_sam,attr_geographic_location_sam_s_dpl93,attr_geographic_location__region_and_locality__sam,attr_antibiotic_exposure_sam,attr_passaging_sam,attr_variant_sam,attr_experimental_factor__immunoprecipitate_exp,attr_experimental_factor__phenotype_exp,attr_genotype_sam_ss_dpl92,attr_growth_condition_sam,attr_organism_part_sam,attr_phenotype_sam,attr_bio_material_sam,attr_instrument_sam,attr_ena_status_id_exp,attr_ena_status_id_run,attr_fda_lab_id_sam,attr_subspecies_sam,attr_genus_sam,attr_projectaccession_sam,attr_publicaccession_sam,attr_species_sam,attr_pfge_primaryenzyme_pattern_sam,attr_isolate_name_sam,attr_env_local_scale_sam,attr_purpose_of_sampling_sam,attr_strain_original_sam,attr_lexmapr_version_sam,attr_outbreak_sam,attr_pfge_secondaryenzyme_pattern_sam,attr_narms_id_sam,attr_narms_isolate_number_sam,attr_package_sam,attr_collection_date_run,attr_host_age_sam,attr_host_sex_sam,attr_culture_collection_sam_ss_dpl468,attr_hhs_region_sam,attr_geo_location_sam,attr_serotype_sam,attr_organisation_name_sam,attr_spuid_namespace_sam,attr_subgroup_sam,attr_potential_contaminant_sam,attr_sequence_type_sam_ss_dpl2,attr_description_sam,attr_intended_consumer_sam,attr_subtype_sam,attr_contact_info_sam,attr_env_broad_scale_sam,attr_env_medium_sam,attr_isol_growth_condt_sam,attr_propagation_sam,attr_host_tissue_sampled_sam_s_dpl239,attr_accession_sam,attr_submitted_serotype_sam,attr_sequence_funding_program_name_sam,attr_sample_type_sam_ss_dpl131,attr_treatment_sam_ss_dpl55,attr_num_replicons_sam,attr_ref_biomaterial_sam,attr_isolation_source_host_associated_sam_s_dpl263,attr_platform_model_sam,attr_sample_number_sam_s_dpl45,attr_biomaterial_provider_sam,attr_antigenform_sam,attr_sourcetype_sam,attr_replicate_sam_ss_dpl121,attr_tax_id_sam_ss_dpl29,attr_experimental_specimen_type_sam,attr_specimen_source_id_sam,attr_passage_history_sam_s_dpl312,attr_pathotype_sam,attr_specimen_voucher_sam,attr_receipt_date_sam
SRR21468844,PULSENET,SAMN30719253,Salmonella enterica,PRJNA230403,USA,North America,USA,584795285,379735457,2022-09-07T19:42:00.000Z,2022-08,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,NM,human,PNUSAS298222,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6313746,EDLB-CDC,SAMN08040079,Salmonella enterica,PRJNA230403,USA,North America,USA,221013398,137295983,2017-11-21T16:00:00.000Z,2017-10,,,,,,,,,,,,Missing,,,,,Missing,,Missing,,,Missing,,PulseNet,TX,human,PNUSAS028254,,Missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR22139723,PULSENET,SAMN31571232,Salmonella enterica,PRJNA230403,USA,North America,USA,449797380,201048353,2022-11-02T09:21:00.000Z,2022-10,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,missing,missing,,PulseNet,NY,human,PNUSAS314024,,missing,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7514694,EDLB-CDC,SAMN09650810,Salmonella enterica,PRJNA230403,USA,North America,USA,440848306,228574035,2018-07-12T11:16:00.000Z,2018-06,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,LAC,human,PNUSAS045880,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR30006887,PULSENET,SAMN42838820,Salmonella enterica,PRJNA230403,USA,North America,USA:SC,468929510,272279519,2024-07-26T14:28:00.000Z,2024,,,,,,,,,,,missing,stool,,,,,SC,,Homo sapiens,,SALM24-0559,missing,,PulseNet,SC,human,PNUSAS456078,,missing,Newport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR32267531,PULSENET,SAMN46722619,Salmonella enterica,PRJNA230403,USA,North America,USA,373670743,144798975,2025-02-07T13:16:00.000Z,2025,,,,,,,,,,,,missing,,,,,CDC,,missing,,PNUSAS500200,,,FL-VL00546-250205,CDC,human,PNUSAS500200,,missing,Irumu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,2025,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14810383,PULSENET,SAMN19697789,Salmonella enterica,PRJNA230403,USA,North America,USA,758247406,446249514,2021-06-14T18:21:00.000Z,2021-05,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,missing,missing,,PulseNet,MD,human,PNUSAS206690,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7830510,EDLB-CDC,SAMN10061285,Salmonella enterica,PRJNA230403,USA,North America,USA,181096890,107023740,2018-09-14T13:52:00.000Z,2018-08,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,NYC,human,PNUSAS052440,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR31243337,PULSENET,SAMN44601346,Salmonella enterica,PRJNA230403,USA,North America,USA,528520280,299114592,2024-11-06T09:08:00.000Z,2024,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,missing,missing,,PulseNet,missing,human,PNUSAS482420,,missing,Typhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,2024,missing,missing,,,USA: missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24806576,PULSENET,SAMN35570759,Salmonella enterica,PRJNA230403,USA,North America,USA,375048441,244006855,2023-06-02T14:07:00.000Z,2023,,,,,,,,,,,missing,missing,,,,,missing,,missing,,missing,missing,,PulseNet,NC,human,PNUSAS353113,,missing,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17272722,PULSENET,SAMN24218467,Salmonella enterica,PRJNA230403,USA,North America,USA,259828701,154829254,2021-12-19T15:09:00.000Z,2021-12,,,,,,,,,,,missing,missing,,,,,missing,,missing,,missing,missing,,PulseNet,UT,human,PNUSAS250773,,missing,Newport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9060747,PULSENET,SAMN11654279,Salmonella enterica,PRJNA230403,USA,North America,USA,643396471,387080864,2019-05-15T14:07:00.000Z,2019-04,,,,,,,,,,,missing,stool,,,,,SC,,missing,,,missing,,PulseNet,SC,human,PNUSAS073701,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10050117,PULSENET,SAMN12663150,Salmonella enterica,PRJNA230403,USA,North America,USA,267934594,161657790,2019-08-30T16:27:00.000Z,2019-08,,,,,,,,,,,Missing,Missing,,,,,CDC,,Missing,,,Missing,,PulseNet,MO,human,PNUSAS094840,,Missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR32835200,PULSENET,SAMN47548954,Salmonella enterica,PRJNA230403,USA,North America,USA,609123772,160174938,2025-03-24T12:26:00.000Z,2025,,,,,,,,,,,,missing,,,,,CDC,,missing,,PNUSAS505325,,,PulseNet,CDC,human,PNUSAS505325,,missing,Javiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,2025,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR31611269,PULSENET,SAMN45173811,Salmonella enterica,PRJNA230403,USA,North America,USA,372777501,130079472,2024-12-04T23:52:00.000Z,2024,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,PNUSAS488404,missing,,missing,CDC,human,PNUSAS488404,,missing,enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,2024,missing,missing,,,USA: missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR18072562,PULSENET,SAMN26084689,Salmonella enterica,PRJNA230403,USA,North America,USA,475322408,298804449,2022-02-22T17:10:00.000Z,2022-02,,,,,,,,,,,missing,missing,,,,,missing,,missing,,missing,missing,,PulseNet,ME,human,PNUSAS258893,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR31633163,PULSENET,SAMN45208186,Salmonella enterica,PRJNA230403,USA,North America,USA,275866091,107691512,2024-12-06T14:43:00.000Z,2024,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,PNUSAS490558,missing,,FL-VL00546-241202,CDC,human,PNUSAS490558,,missing,Needs further review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,2024,missing,missing,,,USA: missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR21403244,PULSENET,SAMN30648170,Salmonella enterica,PRJNA230403,USA,North America,USA,408347314,174669952,2022-09-03T16:29:00.000Z,2022-08,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,missing,missing,,PulseNet,NY,human,PNUSAS296972,,missing,Hadar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24029380,PULSENET,SAMN33993887,Salmonella enterica,PRJNA230403,USA,North America,USA,270140072,170586424,2023-03-30T17:09:00.000Z,2023,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,missing,missing,,PulseNet,CA,human,PNUSAS340537,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR20749369,PULSENET,SAMN30101306,Salmonella enterica,PRJNA230403,USA,North America,USA,240221008,143178085,2022-08-02T10:13:00.000Z,2022-07,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,missing,missing,,PulseNet,MA,human,PNUSAS287852,,missing,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR27758065,PULSENET,SAMN39654679,Salmonella enterica,PRJNA230403,USA,North America,USA,169586263,97556815,2024-01-29T11:42:00.000Z,2024,,,,,,,,,,,missing,stool,,,,,CT,,Homo sapiens,,missing,missing,,PulseNet,CT,human,PNUSAS417158,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR16964434,PULSENET,SAMN23242072,Salmonella enterica,PRJNA230403,USA,North America,USA,415564496,255483138,2021-11-17T10:52:00.000Z,2021-10,,,,,,,,,,,missing,missing,,,,,missing,,missing,,missing,missing,,PulseNet,WI,human,PNUSAS243256,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR14355122,EDLB-CDC,SAMN18920598,Salmonella enterica,PRJNA230403,USA,North America,USA,473573211,230957794,2021-04-29T08:32:00.000Z,2021-04,,,,,,,,,,,missing,missing,,,,,missing,,missing,,missing,missing,,PulseNet,FL,human,PNUSAS199316,,missing,Newport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12412770,PULSENET,SAMN15759994,Salmonella enterica,PRJNA230403,USA,North America,USA,278449596,164623742,2020-08-07T14:34:00.000Z,2020-06,,,,,,,,,,,missing,missing,,,,,cdc,,missing,,,missing,,PulseNet,RI,human,PNUSAS158981,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4025941,EDLB-CDC,SAMN05570535,Salmonella enterica,PRJNA230403,USA,North America,USA,597169721,414192029,2016-08-12T15:17:00.000Z,2012-10,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,MI,human,2012AM-1914,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11858689,PULSENET,SAMN15040656,Salmonella enterica,PRJNA230403,USA,North America,USA,314729579,160003776,2020-05-27T16:56:00.000Z,2020-01,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,TX,human,PNUSAS145424,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR30910344,PULSENET,SAMN44101798,Salmonella enterica,PRJNA230403,USA,North America,USA,326259946,113998789,2024-10-08T13:32:00.000Z,missing,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,PNUSAS476943,missing,,missing,CDC,human,PNUSAS476943,,missing,Newport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,missing,missing,missing,,,USA: missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR24335480,PULSENET,SAMN34418701,Salmonella enterica,PRJNA230403,USA,North America,USA,408009339,239196412,2023-04-28T12:29:00.000Z,2023,,,,,,,,,,,missing,missing,,,,,missing,,missing,,missing,missing,,PulseNet,IL2,human,PNUSAS345499,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR17243378,PULSENET,SAMN24107130,Salmonella enterica,PRJNA230403,USA,North America,USA,264578898,152258537,2021-12-15T18:38:00.000Z,2021-11,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,missing,missing,,PulseNet,CAOC,human,PNUSAS250425,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR18741169,PULSENET,SAMN27561747,Salmonella enterica,PRJNA230403,USA,North America,USA,698816542,432949769,2022-04-13T10:21:00.000Z,2022-04,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,missing,missing,,PulseNet,MA,human,PNUSAS265835,,missing,enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10267568,PULSENET,SAMN13019658,Salmonella enterica,PRJNA230403,USA,North America,USA,454259015,259906891,2019-10-11T13:23:00.000Z,2019-09,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,IL,human,PNUSAS107997,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12693337,PULSENET,SAMN16238862,Salmonella enterica,PRJNA230403,USA,North America,USA,842068979,505118341,2020-09-22T13:25:00.000Z,2020-08,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,SC,human,PNUSAS168573,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10918064,PULSENET,SAMN13895106,Salmonella enterica,PRJNA230403,USA,North America,USA,591355660,256062641,2020-01-21T08:19:00.000Z,2019-12,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,NY,human,PNUSAS129878,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR25572904,PULSENET,SAMN36892659,Salmonella enterica,PRJNA230403,USA,North America,USA,348791991,197767657,2023-08-08T16:55:00.000Z,2023,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,missing,missing,,PulseNet,CO,human,PNUSAS370908,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR25074146,PULSENET,SAMN36077487,Salmonella enterica,PRJNA230403,USA,North America,USA,281108244,166449463,2023-06-29T17:46:00.000Z,missing,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,missing,missing,,,,,PNUSAS359716,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR26078841,PULSENET,SAMN37420830,Salmonella enterica,PRJNA230403,USA,North America,USA:WI,283654122,175223053,2023-09-16T15:24:00.000Z,missing,,,,,,,,,,,missing,stool,,,,,WI,,Homo sapiens,,missing,missing,,PulseNet,WI,human,PNUSAS383265,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR7821117,EDLB-CDC,SAMN10037341,Salmonella enterica,PRJNA230403,USA,North America,USA,219907161,103563095,2018-09-12T08:52:00.000Z,2018-06,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,PA,human,PNUSAS052157,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR13769976,EDLB-CDC,SAMN18037975,Salmonella enterica,PRJNA230403,USA,North America,USA,813586899,514345063,2021-02-23T11:50:00.000Z,2021-01,,,,,,,,,,,missing,missing,,,,,missing,,missing,,missing,missing,,PulseNet,AL,human,2021K-0117,,missing,Saintpaul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR32428610,PULSENET,SAMN46944175,Salmonella enterica,PRJNA230403,USA,North America,USA,417192246,160276926,2025-02-21T14:24:00.000Z,2024,,,,,,,,,,,,missing,,,,,CDC,,missing,,PNUSAS501157,,,missing,CDC,human,PNUSAS501157,,missing,enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,2024,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR33711376,PULSENET,SAMN48751774,Salmonella enterica,PRJNA230403,USA,North America,USA,366155058,120258789,2025-05-27T11:34:00.000Z,2025,,,,,,,,,,,,missing,,,,,CDC,,missing,,missing,,,PulseNet,missing,human,PNUSAS513257,,missing,Infantis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,2025,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR32757374,PULSENET,SAMN47439556,Salmonella enterica,PRJNA230403,USA,North America,USA,327519896,130441109,2025-03-18T13:20:00.000Z,2025,,,,,,,,,,,,missing,,,,,CDC,,missing,,PNUSAS504723,,,missing,CDC,human,PNUSAS504723,,missing,"IIIa 56:z4,z23:-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,2025,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11362141,PULSENET,SAMN14418631,Salmonella enterica,PRJNA230403,USA,North America,USA,395125715,241773715,2020-03-20T17:59:00.000Z,2019-11,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,NC,human,PNUSAS139380,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8540205,EDLB-CDC,SAMN10881521,Salmonella enterica,PRJNA230403,USA,North America,USA,614411048,361606829,2019-02-06T14:13:00.000Z,2007-05,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,WY,human,PNUSAS067328,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12924900,PULSENET,SAMN16582021,Salmonella enterica,PRJNA230403,USA,North America,USA,709081929,404613019,2020-10-28T13:34:00.000Z,2020-10,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,missing,missing,,PulseNet,MS,human,PNUSAS177671,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10325529,PULSENET,SAMN13087328,Salmonella enterica,PRJNA230403,USA,North America,USA,267749605,162867694,2019-10-23T19:12:00.000Z,2019-09,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,CA,human,PNUSAS110487,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8235356,EDLB-CDC,SAMN10460521,Salmonella enterica,PRJNA230403,USA,North America,USA,332525741,212139095,2018-11-21T14:41:00.000Z,2018-09,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,CA,human,PNUSAS061419,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12506623,PULSENET,SAMN15892524,Salmonella enterica,PRJNA230403,USA,North America,USA,477916636,265090245,2020-08-24T08:13:00.000Z,2020-08,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,SC,human,PNUSAS162386,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR6286120,EDLB-CDC,SAMN07721578,Salmonella enterica,PRJNA230403,USA,North America,USA,283317348,162036902,2017-11-13T15:31:00.000Z,Missing,,,,,,,,,,,,Missing,,,,,CDC,,Missing,,,Missing,,,,,PNUSAS022651,,Missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
